2021-11-03,Rolf Moeckel,00_Table_Contents.md
2021-06-15,Matt Stratton,Style_Guide.md
2021-06-15,Matt Stratton,Markov_Models.md
2021-06-15,Greg Macfarlane,Bypasses_of_local_scope_in_project_level_traffic_forecasting.md
2021-06-15,Greg Macfarlane,Box_Cox_transformations_in_project_level_traffic_forecasting.md
2021-06-15,Greg Macfarlane,Benefits_of_Activity_Based_Models.md
2021-06-15,Greg Macfarlane,Autoregressive_models_in_project_forecasting.md
2021-06-15,Greg Macfarlane,Accessibility.md
2021-06-15,Greg Macfarlane,2012_Household_Travel_Survey_Symposium_Conference_Summary_and_Final_Report.md
2021-06-14,Greg Macfarlane,Count_Models.md
2021-06-11,Brice Nichols,Iterative_Proportional_Fitting.md
2021-05-28,ajhorowitz,Software.md
2021-05-17,Billy Charlton,About.md
2021-05-14,Bhargava Sana,Transportation_networks.md
2021-04-27,Rolf Moeckel,Land_use_transport_model_types.md
2021-04-27,Rolf Moeckel,Land_use_transport_modeling.md
2021-04-27,Rolf Moeckel,History_of_land_use_transport_modeling.md
2021-04-23,Rolf Moeckel,Regression_Analysis.md
2021-04-23,Rolf Moeckel,Choice_models.md
2021-04-14,Greg Macfarlane,Contributing.md
2021-03-16,Lisa Zorn,Travel_Demand_and_Network_Model_Integration_Schemas.md
2021-03-16,Lisa Zorn,Traffic_Analysis_Zone.md
2021-03-16,Lisa Zorn,TMIP_Activity_Based_Model_Webinar_Series_Instructor_Manual.md
2021-03-16,Lisa Zorn,Explaining_Activity_Based_Models_to_a_General_Audience.md
2021-03-16,Lisa Zorn,Design_principles_of_land_use_models.md
2021-03-16,Lisa Zorn,Activity_Travel_Planning_and_Decision_Making_Behaviors.md
2021-03-16,Lisa Zorn,Activity_based_models.md
2021-03-16,Greg Macfarlane,Spatial_interaction_models.md
2021-03-16,Greg Macfarlane,Destination_Choice_Models.md
2021-03-15,Bhargava Sana,Traffic_simulation_models.md
2021-02-25,Brice Nichols,README.md
2021-01-27,Rolf Moeckel,Skim_Matrix.md
2021-01-08,Vince Bernardin,Working_with_vehicle_re_identification_data_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Windowing_with_OD_table_estimation_from_traffic_counts_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Webinars_and_Videos.md
2021-01-08,Vince Bernardin,Washington_State_Comprehensive_Tolling_Study_Volume_1_Final_Report.md
2021-01-08,Vince Bernardin,Visitor_surveys.md
2021-01-08,Vince Bernardin,Vine_building.md
2021-01-08,Vince Bernardin,Vehicle_Ownership_Models.md
2021-01-08,Vince Bernardin,Vehicle_mix_refinements_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Vehicle_Counts.md
2021-01-08,Vince Bernardin,Validating_Input_Data.md
2021-01-08,Vince Bernardin,Utility.md
2021-01-08,Vince Bernardin,Using_policy_to_affect_travel_behavior.md
2021-01-08,Vince Bernardin,User_Equilibrium.md
2021-01-08,Vince Bernardin,User_benefits_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,UrbanDataResources.md
2021-01-08,Vince Bernardin,Urban_Data.md
2021-01-08,Vince Bernardin,Urban_Big_Data.md
2021-01-08,Vince Bernardin,Urban_and_metropolitan_models.md
2021-01-08,Vince Bernardin,Two_Lane_Highways.md
2021-01-08,Vince Bernardin,Twin_Cities_HOV_Study_Final_Report.md
2021-01-08,Vince Bernardin,Turning_movement_refinements_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Trip_interchange.md
2021-01-08,Vince Bernardin,Trip_Generation.md
2021-01-08,Vince Bernardin,Trip_distribution.md
2021-01-08,Vince Bernardin,Trip_based_models.md
2021-01-08,Vince Bernardin,Trend_models_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Travel_Time_Speed_and_Reliability_Data.md
2021-01-08,Vince Bernardin,Travel_surveys.md
2021-01-08,Vince Bernardin,Travel_survey_data.md
2021-01-08,Vince Bernardin,Travel_model_curriculum.md
2021-01-08,Vince Bernardin,Travel_Forecasting_Results_Report.md
2021-01-08,Vince Bernardin,Travel_Forecasting_for_the_Capital_Investment_Grant_Program.md
2021-01-08,Vince Bernardin,Traveler_Behavior_and_Values_Research_for_Human_Centered_Transportation_Systems.md
2021-01-08,Vince Bernardin,Travel_Behaviour_A_review_of_recent_literature.md
2021-01-08,Vince Bernardin,Travel_Behavior_Resources.md
2021-01-08,Vince Bernardin,Travel_Behavior_of_Diverse_Populations.md
2021-01-08,Vince Bernardin,Travel_behavior.md
2021-01-08,Vince Bernardin,Travel_Behavior_Definitions.md
2021-01-08,Vince Bernardin,Transportation_secure_data_center.md
2021-01-08,Vince Bernardin,Transportation_Elasticities_How_Prices_and_Other_Factors_Affect_Travel_Behavior.md
2021-01-08,Vince Bernardin,Transit_Vehicles.md
2021-01-08,Vince Bernardin,Transit_Route.md
2021-01-08,Vince Bernardin,Transit_Route_Frequency.md
2021-01-08,Vince Bernardin,Transit_Path_Parameters.md
2021-01-08,Vince Bernardin,Transit_onboard_surveys.md
2021-01-08,Vince Bernardin,Transit_networks.md
2021-01-08,Vince Bernardin,Transit_Network_Service_Determination.md
2021-01-08,Vince Bernardin,Transit_Network_Assignment.md
2021-01-08,Vince Bernardin,Transit_mode_combinations.md
2021-01-08,Vince Bernardin,Transit_Fares.md
2021-01-08,Vince Bernardin,Transit_dwell_time.md
2021-01-08,Vince Bernardin,Transit_Data.md
2021-01-08,Vince Bernardin,Transit_crowding.md
2021-01-08,Vince Bernardin,TRANSIMS.md
2021-01-08,Vince Bernardin,Traffic_microsimulation_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Traffic_dynamics_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Traffic_Data.md
2021-01-08,Vince Bernardin,T_PICS_Transportation_Project_Impact_Case_Studies.md
2021-01-08,Vince Bernardin,Toward_a_dynamic_model_of_individual_activity_pattern_formulation.md
2021-01-08,Vince Bernardin,Tour_based_models.md
2021-01-08,Vince Bernardin,Tour_based_and_supply_chain_modeling_for_freight.md
2021-01-08,Vince Bernardin,Topic_Circles.md
2021-01-08,Vince Bernardin,Tolling_and_Public_Private_Partnerships_in_Texas_Separating_Myth_from_Fact.md
2021-01-08,Vince Bernardin,TMIP.md
2021-01-08,Vince Bernardin,Time_of_Day_Factoring.md
2021-01-08,Vince Bernardin,The_Transportation_Planning_Process_Key_Issues.md
2021-01-08,Vince Bernardin,The_Chicago_Area_Transportation_Study_Creating_the_First_Plan_1955_1962_.md
2021-01-08,Vince Bernardin,The_ARC_and_SACOG_Experience_with_Activity_Based_Models_Synthesis_and_Lessons_Learned.md
2021-01-08,Vince Bernardin,Temporal_resolution_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Temporal_refinements_and_directional_split_refinements_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Temporal_data.md
2021-01-08,Vince Bernardin,TCRP_Synthesis_63.md
2021-01-08,Vince Bernardin,TCRP_Report_95_Chapter_14_Road_Value_Pricing_Traveler_Response_to_Transportation_System_Changes.md
2021-01-08,Vince Bernardin,TCRP_Report_95_Chapter_13_Parking_Pricing_and_Fares_Traveler_Response_to_Transportation_System_Changes.md
2021-01-08,Vince Bernardin,TCRP_Report_95_Chapter_12_Transit_Pricing_and_Fares_Traveler_Response_to_Transportation_System_Changes.md
2021-01-08,Vince Bernardin,Synthetic_populations_review_of_the_different_approaches.md
2021-01-08,Vince Bernardin,Subarea_focusing_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Strategic_Models.md
2021-01-08,Vince Bernardin,STOPS.md
2021-01-08,Vince Bernardin,Stochastic_Traffic_Assignment.md
2021-01-08,Vince Bernardin,Stepwise_Model_Calibration_Validation.md
2021-01-08,Vince Bernardin,Statewide_Models_Trip_based_Models.md
2021-01-08,Vince Bernardin,Statewide_Models_Special_Models.md
2021-01-08,Vince Bernardin,Statewide_Models_ODME_Models.md
2021-01-08,Vince Bernardin,Statewide_models.md
2021-01-08,Vince Bernardin,Statewide_Models_Activity_based_Models.md
2021-01-08,Vince Bernardin,Statewide_Modeling_Subcommittee_ADA10_2_.md
2021-01-08,Vince Bernardin,Statewide_Modeling_Case_Studies.md
2021-01-08,Vince Bernardin,Statewide_Freight_Modeling.md
2021-01-08,Vince Bernardin,Stated_preference_surveys.md
2021-01-08,Vince Bernardin,SR_288_Metropolitan_Travel_Forecasting_Current_Practice_and_Future_Direction.md
2021-01-08,Vince Bernardin,Speed_and_travel_time_refinements_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Special_reporting_requirements_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Spatial_data.md
2021-01-08,Vince Bernardin,Solution_Algorithm.md
2021-01-08,Vince Bernardin,Software_Development_For_Travel_Modeling.md
2021-01-08,Vince Bernardin,Smoothing_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Sketch_planning_models.md
2021-01-08,Vince Bernardin,SHRP2_C04_Improving_Our_Understanding_of_How_Highway_Congestion_and_Pricing_Affect_Travel_Demand.md
2021-01-08,Vince Bernardin,SFCTA_s_Experience_Using_its_SF_CHAMP_Activity_Based_Model.md
2021-01-08,Vince Bernardin,SFCTA_Paper_incorporating_crowding.md
2021-01-08,Vince Bernardin,Screenline_refinements_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Scenario_sensitivity_testing_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Scenario_Forecasting_for_Travel_Demand_Modeling.md
2021-01-08,Vince Bernardin,Safety_Data.md
2021-01-08,Vince Bernardin,Safety_Analysis.md
2021-01-08,Vince Bernardin,Response_bias.md
2021-01-08,Vince Bernardin,Resources.md
2021-01-08,Vince Bernardin,Representations_of_Decision_Making_Behavior_in_Travel_Modeling.md
2021-01-08,Vince Bernardin,Reports.md
2021-01-08,Vince Bernardin,Reporting_of_reasonable_bounds_on_forecast_values_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Regulatory_framework_for_metropolitan_modeling.md
2021-01-08,Vince Bernardin,Refining_vehicle_class_forecasts_for_evaluation_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Refining_speeds_for_evaluation_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Quality_assurance_and_validation_standards_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Purpose_of_project_level_travel_forecasting.md
2021-01-08,Vince Bernardin,Puget_Sound_Regional_Council.md
2021-01-08,Vince Bernardin,Public_transport_transit_modeling.md
2021-01-08,Vince Bernardin,Project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Project_level_forecasting_process.md
2021-01-08,Vince Bernardin,Pricing_and_valuation.md
2021-01-08,Vince Bernardin,Pricing_and_Travel_Time_Reliability_Enhancements_in_the_SANDAG_Activity_Based_Travel_Model_Final_Report.md
2021-01-08,Vince Bernardin,Prerequisites_for_travel_modeling.md
2021-01-08,Vince Bernardin,Population_Synthesis.md
2021-01-08,Vince Bernardin,Population_Synthesis_For_Microsimulating_Travel_Behavior.md
2021-01-08,Vince Bernardin,Policy_relevance_of_transportation_models.md
2021-01-08,Vince Bernardin,Polaris.md
2021-01-08,Vince Bernardin,Plausibility_Assessment_of_a_Travel_Forecast.md
2021-01-08,Vince Bernardin,Pivoting_with_select_link_analysis_for_small_developments_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Pedestrian_Route_Choice.md
2021-01-08,Vince Bernardin,Pavement_design_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Path_Finding_Algorithm.md
2021-01-08,Vince Bernardin,Path_Choice_Mode_choice_Consistency.md
2021-01-08,Vince Bernardin,Parking_surveys.md
2021-01-08,Vince Bernardin,Origin_Destination.md
2021-01-08,Vince Bernardin,Open_Matrix_Format.md
2021-01-08,Vince Bernardin,Open_Data_Sources.md
2021-01-08,Vince Bernardin,Open_Code_Directory.md
2021-01-08,Vince Bernardin,Online_Travel_Survey_Manual.md
2021-01-08,Vince Bernardin,On_Board_Transit_Survey.md
2021-01-08,Vince Bernardin,OD_table_refinements_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,New_Starts.md
2021-01-08,Vince Bernardin,Network_assignment.md
2021-01-08,Vince Bernardin,NCTCOG_Path_Towards_Advanced_Analytical_Tools.md
2021-01-08,Vince Bernardin,NCHRP_Synthesis_406_Advanced_Practices_in_Travel_Forecasting_A_Synthesis_of_Highway_Practice.md
2021-01-08,Vince Bernardin,NCHRP_Report_765.md
2021-01-08,Vince Bernardin,NCHRP_775_Applying_GPS_Data_to_Understand_Travel_Behavior.md
2021-01-08,Vince Bernardin,National_guidelines_for_use_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Multi_resolution_models.md
2021-01-08,Vince Bernardin,Multiple_Discrete_Continuous_Extreme_Value_MDCEV_Model.md
2021-01-08,Vince Bernardin,MPO_model_documentation.md
2021-01-08,Vince Bernardin,Model_validation_plans.md
2021-01-08,Vince Bernardin,Model_Validation_and_Reasonableness_Checking_Validation_Plan.md
2021-01-08,Vince Bernardin,Model_Validation_and_Reasonableness_Checking_Time_Of_Day.md
2021-01-08,Vince Bernardin,Model_Validation_and_Reasonableness_Checking_Temporal_And_Sensitivity.md
2021-01-08,Vince Bernardin,Model_Validation_and_Reasonableness_Checking_Tables.md
2021-01-08,Vince Bernardin,Model_Validation_and_Reasonableness_Checking_Socioeconomic_Models.md
2021-01-08,Vince Bernardin,Model_Validation_and_Reasonableness_Checking_Model_Inputs.md
2021-01-08,Vince Bernardin,Model_Validation_and_Reasonableness_Checking_Mode_Choice.md
2021-01-08,Vince Bernardin,Model_Validation_and_Reasonableness_Checking.md
2021-01-08,Vince Bernardin,Model_Validation_and_Reasonableness_Checking_Introduction.md
2021-01-08,Vince Bernardin,Model_Validation_and_Reasonableness_Checking_Figures.md
2021-01-08,Vince Bernardin,Model_Validation_and_Reasonableness_Checking_Documentation.md
2021-01-08,Vince Bernardin,Model_Validation_and_Reasonableness_Checking_Distribution.md
2021-01-08,Vince Bernardin,Model_Validation_and_Reasonableness_Checking_Assignment.md
2021-01-08,Vince Bernardin,Model_Validation_and_Reasonableness_Checking_Amount_Of_Travel.md
2021-01-08,Vince Bernardin,Model_Transferability.md
2021-01-08,Vince Bernardin,Model_integration.md
2021-01-08,Vince Bernardin,Model_Improvement_Plan.md
2021-01-08,Vince Bernardin,Model_estimation.md
2021-01-08,Vince Bernardin,Modelers.md
2021-01-08,Vince Bernardin,Model_calibration.md
2021-01-08,Vince Bernardin,Model_calibration_and_validation.md
2021-01-08,Vince Bernardin,Mode_choice.md
2021-01-08,Vince Bernardin,Mode_Choice_Behavior.md
2021-01-08,Vince Bernardin,Modal_hierarchy.md
2021-01-08,Vince Bernardin,Measures_of_effectiveness_and_performance_measures_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Maryland_Statewide_Transportation_Model.md
2021-01-08,Vince Bernardin,Market_Segmentation.md
2021-01-08,Vince Bernardin,Long_range_transportation_plan.md
2021-01-08,Vince Bernardin,Long_distance_Travel.md
2021-01-08,Vince Bernardin,Location_Based_Services_Data.md
2021-01-08,Vince Bernardin,LM2.md
2021-01-08,VinceBernardin,LM1.md
2021-01-08,Vince Bernardin,List_of_Model_User_Groups.md
2021-01-08,Vince Bernardin,Linear_models_with_explanatory_variables_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Limited_role_of_judgment_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Limitations_in_classic_constraint_based_approaches.md
2021-01-08,Vince Bernardin,Land_use_models_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Joint_Travel_Behavior.md
2021-01-08,Vince Bernardin,Joint_Conditional_Destination_Choices.md
2021-01-08,Vince Bernardin,J_Douglas_Carroll.md
2021-01-08,Vince Bernardin,Interpolation_between_forecast_years_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Integrated_Travel_Demand_and_Network_Models.md
2021-01-08,Vince Bernardin,Inside_the_Black_Box.md
2021-01-08,Vince Bernardin,Innovations_in_Travel_Modeling.md
2021-01-08,Vince Bernardin,Including_TRB_sponsored_research.md
2021-01-08,Vince Bernardin,Impedance.md
2021-01-08,Vince Bernardin,Impacts_of_Time_of_Day_Pricing_on_Travel_Behavior_General_Findings_from_the_Port_Authority_of_New_York_and_New_Jersey_s_Initiative.md
2021-01-08,Vince Bernardin,Ideal_travel_model_standard_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Hybrid_models_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Household_travel_surveys.md
2021-01-08,Vince Bernardin,Highway_Research_Board_Special_Report_120_Urban_Commodity_Flow.md
2021-01-08,Vince Bernardin,Highway_noise_analysis_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Highway_networks.md
2021-01-08,Vince Bernardin,Highway_Capacity_Manual.md
2021-01-08,Vince Bernardin,High_Occupancy_Toll_Lanes_Potential_for_Implementation_in_the_Atlanta_Region.md
2021-01-08,Vince Bernardin,H_GAC_Activity_Based_Model_Model_Validation_Plan_Report.md
2021-01-08,Vince Bernardin,Health_and_Transportation_Data.md
2021-01-08,Vince Bernardin,Half_lane_rule_and_extensions_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Guidelines_for_Network_Representation_of_Transit_Access_State_of_the_Practice_Summary.md
2021-01-08,Vince Bernardin,GPS_enabled_surveys.md
2021-01-08,Vince Bernardin,GPS_Based_Pilot_Survey_of_Freight_Movements_in_the_Midwest_Region.md
2021-01-08,Vince Bernardin,Goods_Movement_Study_in_Illinois_Application_to_Freight_Transportation_and_Logistics.md
2021-01-08,Vince Bernardin,glossary.md
2021-01-08,Vince Bernardin,Global_Positioning_Systems_GPS_Data.md
2021-01-08,Vince Bernardin,Georgia_Statewide_Model.md
2021-01-08,Vince Bernardin,Future_prospect_for_activity_based_models.md
2021-01-08,Vince Bernardin,Future_Development_of_TFR.md
2021-01-08,Vince Bernardin,Freight_modeling.md
2021-01-08,Vince Bernardin,Format_Testing.md
2021-01-08,Vince Bernardin,Factors_Affecting_Destination_Choice.md
2021-01-08,Vince Bernardin,External_surveys.md
2021-01-08,Vince Bernardin,Example_of_an_autoregression_model_with_Box_Cox_transformation.md
2021-01-08,Vince Bernardin,Establishment_surveys.md
2021-01-08,Vince Bernardin,Errors_and_variability_in_volume_data_for_project_level_traffic_forecasts.md
2021-01-08,Vince Bernardin,Empirical_Accuracy_of_Travel_Forecasts.md
2021-01-08,Vince Bernardin,Dynamic_Traffic_Assignment.md
2021-01-08,Vince Bernardin,Dynamic_network_models.md
2021-01-08,Vince Bernardin,DTA_Primer.md
2021-01-08,Vince Bernardin,DRCOG_s_Experience_Using_its_FOCUS_Activity_Based_Model.md
2021-01-08,Vince Bernardin,Documentation_standards_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Discussion_of_travel_delay_in_acceptable_models_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Development_of_Guidelines_for_TxDOT_Regional_Toll_Authority_Cooperation_and_Coordination.md
2021-01-08,Vince Bernardin,Destination_Choice_Theoretical_Foundations.md
2021-01-08,Vince Bernardin,Destination_Choice_Set_Formation.md
2021-01-08,Vince Bernardin,Destination_Choice_Parameter_Estimation.md
2021-01-08,Vince Bernardin,Destination_Choice_Mathematical_Formulation.md
2021-01-08,Vince Bernardin,Destination_Choice_Implementation_and_Application.md
2021-01-08,Vince Bernardin,Destination_Choice_Data_Sources.md
2021-01-08,Vince Bernardin,Destination_Choice_Calibration_and_Validation.md
2021-01-08,Vince Bernardin,DestChoice_MathFormulation_Fig-1.jpg
2021-01-08,Vince Bernardin,Design_Hourly_Volume.md
2021-01-08,Vince Bernardin,Delay_Estimation_in_Trip_Based_Models.md
2021-01-08,Vince Bernardin,Data_Visualization.md
2021-01-08,Vince Bernardin,Data_Driven_Methods.md
2021-01-08,Vince Bernardin,Data_Development.md
2021-01-08,Vince Bernardin,Dallas_Case_Study.md
2021-01-08,Vince Bernardin,Current_trends_in_travel_behavior.md
2021-01-08,Vince Bernardin,Current_Status_of_Statewide_Models.md
2021-01-08,Vince Bernardin,Content_Charrette_Destination_Choice_Models.md
2021-01-08,Vince Bernardin,Content_Charrette_Autonomous_Vehicles.md
2021-01-08,Vince Bernardin,Commercial_vehicle_surveys.md
2021-01-08,Vince Bernardin,Choicesetdepiction.png
2021-01-08,Vince Bernardin,Choice_of_techniques_in_project_level_traffic_forecasts.md
2021-01-08,Vince Bernardin,Choice_Models_with_Aggregate_Choices.md
2021-01-08,Vince Bernardin,Choice_Model_Development_in_Practice.md
2021-01-08,Vince Bernardin,Characterizing_Oregon_s_Supply_Chains.md
2021-01-08,Vince Bernardin,Cellular_Communications_Data.md
2021-01-08,Vince Bernardin,Bypasses_of_regional_scope_in_project_level_traffic_forecasting.md
2021-01-08,Vince Bernardin,Big_Picture.md
2021-01-08,Vince Bernardin,Big_Data.md
2021-01-08,Vince Bernardin,Benefits_of_dynamic_network_models.md
2021-01-08,Vince Bernardin,Average_Daily_Traffic.md
2021-01-08,Vince Bernardin,Average_Annual_Daily_Traffic.md
2021-01-08,Vince Bernardin,Autonomous_vehicles_use_cases.md
2021-01-08,Vince Bernardin,Autonomous_vehicles_planning_and_policy_context.md
2021-01-08,Vince Bernardin,Autonomous_vehicles_operation_network.md
2021-01-08,Vince Bernardin,Autonomous_vehicles_Modeling_frameworks.md
2021-01-08,Vince Bernardin,Autonomous_vehicles.md
2021-01-08,Vince Bernardin,Autonomous_vehicles_Lexicon.md
